id,url,paper_name,headline,article,publication_date,scraped_at
12,https://www.thedailystar.net/news/bangladesh/news/female-garment-worker-killed-two-groups-clash-ashulia-3704821,thedailystar,Female garment worker killed as two groups clash in Ashulia,"The deceased was identified as Rokeya Begum. Md Sarwar Alam, SP of Ashulia Industrial Police-1 confirmed the death to The Daily Star. ""Workers of two garment factories -- Mascot and Radiant -- clashed this morning. Both groups threw brickbats at each other. A female worker was killed in the clash,"" he said. The reason behind the clash could not be known immediately, Sarwar said. Meanwhile, Harun-or-Rashid, manager of Nari O Shishu Hospital in Ashulia, told The Daily star around 11:00am that eight to 10 injured workers are receiving treatment at the hospital.",2024-09-17 11:44:00,2025-12-20 13:50:52
13,https://www.thedailystar.net/star-multimedia/news-multimedia/news/commuters-suffer-amid-bangla-blockade-3653636,thedailystar,Commuters suffer amid Bangla blockade,Students are continuing their anti-quota protests blocking various Dhaka roads. People heading home from work are finding it difficult to reach their destinations.,2024-07-10 18:57:00,2025-12-20 13:50:52
14,https://www.thedailystar.net/star-multimedia/news-multimedia/news/frustrated-court-order-our-movement-will-continue-quota-agitation-coordinator-3653661,thedailystar,"'Frustrated' by court order, 'our movement will continue': quota agitation coordinator","Our movement will continue until the executive branch takes steps to reform the quota system through a committee, said the coordinator of the ongoing student movement.",2024-07-10 19:16:00,2025-12-20 13:50:52
15,https://www.thedailystar.net/star-multimedia/news-multimedia/news/israeli-army-admits-eliminating-hamas-impossible-3637676,thedailystar,Israeli army admits eliminating Hamas 'impossible',"Israel Defence Forces (IDF) Chief Spokesman Daniel Hagari has stated that it is impossible to achieve the goal of eliminating Hamas, for which Israeli troops have been wreaking devastation in Gaza for the past eight months.",2024-06-20 19:47:00,2025-12-20 13:50:56
16,https://www.thedailystar.net/star-multimedia/news-multimedia/news/thousands-inundated-sylhet-sunamganj-flood-3637656,thedailystar,Thousands inundated in Sylhet-Sunamganj flood,"Sylhet, Sunamganj, and Habiganj have been submerged due to heavy rains and hill floods. Two children drowned in floodwaters in Moulvibazar Sadar upazila. The flood situation has worsened in Meghalaya and Assam of India and Sylhet division of Bangladesh as rains continue to fall. Watch Star Newsbytes to find out more.",2024-06-20 19:05:00,2025-12-20 13:50:56
17,https://www.thedailystar.net/star-multimedia/news-multimedia/news/footage-govt-engineers-counting-bribe-money-goes-viral-3638346,thedailystar,Footage of govt engineers counting bribe money goes viral,A video of two engineers openly accepting bribe from a contractor at Narayanganj Zila Parishad office has gone viral on social media. Watch today's Star Newsbytes to find out more.,2024-06-21 18:51:00,2025-12-20 13:50:56
18,https://www.thedailystar.net/star-multimedia/news-multimedia/news/us-will-not-commemorate-raisi-the-un-3623036,thedailystar,US will not commemorate Raisi at the UN,"The US will skip the event honouring Iranian President Ibrahim Raisi who died in a helicopter crash, at the United Nations General Assembly on Thursday. Reuters reported this on Wednesday, quoting a US official.",2024-05-30 19:23:00,2025-12-20 13:50:56
19,https://www.thedailystar.net/environment/natural-resources/wildlife/news/cyclone-remal-animal-death-toll-sundarbans-rises-100-3623591,thedailystar,Cyclone Remal: Animal death toll in Sundarbans rises to 100,"The death toll of animals from the flooding in the Sundarbans has climbed to 100 after Cyclone Remal hit the world's largest mangrove forest on Sunday. According to the Forest Department, the carcasses of 96 deer and four wild boars were recovered from the forest till yesterday evening, indicating a great loss to wildlife. The animals were found dead in several areas including Kotka, Kochikhali, Karamjal, Pakhi Char, Dimar Char, Shelar Char and Narikel Baria. Moreover, 18 deer and one python were rescued in a critical condition. After giving first aid, they were released into the forest. Alongside the wildlife losses, damages to various infrastructures in the forest were estimated around Tk 6.27 crore. However, the non-monetary damages were even more severe, according to the forest department. Over 100 ponds in the forest were flooded with saline water, causing distress to both wildlife and the local residents. An 11-kilometer area known as Gol Bagan was also damaged. However, it will take more time to fully assess the extent of damages to the trees and animals in the forest. Officials of the Forest Department said this time the forest faced an unusual situation due to the cyclone as it experienced two high tides and two low tides within a 24-hour period, flooding parts of the forest. Mihir Kumar Dey, forest conservator in the Khulna range, said that the Sundarbans faced an unprecedented situation this time after the cyclone. It will take more time to ascertain the full impact and gather accurate information, he added.",2024-05-31 14:42:00,2025-12-20 13:51:00
20,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/real-gunning-15th-ucl-dortmund-dreaming-second-who-will-win-the-final-showdown-3623416,thedailystar,"Real gunning for 15th UCL, Dortmund dreaming of second: Who will win the final showdown?","Borussia Dortmund: Kobel (GK), Ryerson, Hummels, Schlotterbeck, Maatsen, Sabitzer, Can, Sancho, Brandt, Adeyemi, Fullkrug Real Madrid:: Courtois (GK), Carvajal, Rudiger, Nacho, Mendy, Valverde, Camavinga, Kroos, Bellingham, Rodrygo, Vinicius Junior *Real Madrid are unbeaten in their 12 matches in the competition this season (W8 D4) but, remarkably, this is the first time they have reached a European Cup/Champions League final without losing a match. *Dortmund have lost only one of their last 11 European outings (W7 D3) though, keeping clean sheets in six of those games and scoring the first goal in nine of their last ten matches. *Real Madrid have lost only one of their last 20 UEFA competition matches against German teams (W13 D6). *Real's six matches against Bundesliga rivals this season produced four single-goal wins, two draws, and hugely testing experiences each time. *The extra kicker is that Luka Modrić and Dani Carvajal could join Madrid legend Paco Gento as the only players to win the European Cup six times. *Bellingham has scored four goals in 10 CL matches but have not scored since the group stage matches. *Real are undefeated in any UEFA knockout final since defeat vs. Aberdeen in the Cup Winners Cup of 1983",2024-05-31 02:56:00,2025-12-20 13:51:00
21,https://www.thedailystar.net/star-multimedia/news-multimedia/news/how-was-ebrahim-raisi-president-3614616,thedailystar,How was Ebrahim Raisi as a president?,"Ebrahim Raisi was considered a worthy successor to Iran's Supreme Leader Ali Khamenei. During his tenure as president from 2021 to 2024, he became an important figure in world politics. How was Ebrahim Raisi as president? Watch Star Special to find out more.",2024-05-20 19:04:00,2025-12-20 13:51:00
22,https://www.thedailystar.net/star-multimedia/news-multimedia/news/what-we-know-about-mp-azim-who-has-been-missing-india-five-days-3615546,thedailystar,"What we know about MP Azim, who has been missing in India for five days","Jhenaidah-4 MP Anwarul Azim has gone missing after going to India. He went to Kolkata on May 12 for treatment. His family members have not been able to find him since May 17. Azim's family friend Gopal Biswas filed a general diary with Baranagar Police Station in Kolkata the next day. On the basis of this, the law enforcers of Kolkata started the investigation.",2024-05-21 21:59:00,2025-12-20 13:51:00
23,https://www.thedailystar.net/star-multimedia/news-multimedia/news/shariatpur-chairman-candidates-arranges-beef-khichuri-voters-last-25-days-3615586,thedailystar,Shariatpur chairman candidates arranges beef khichuri for voters for last 25 days,"In Shariatpur, a candidate for the post of chairman in the upazila parishad election, has organised beef khichuri for voters for the last 25 days.",2024-05-21 22:40:00,2025-12-20 13:51:04
24,https://www.thedailystar.net/news/bangladesh/elections/news/30-40pc-voter-turnout-first-phase-upazila-polls-cec-3604971,thedailystar,30-40pc voter turnout in first phase of upazila polls: CEC,"Chief Election Commissioner Kazi Habibul Awal today said the in the first phase of upazila elections was held peacefully. He said this while briefing the journalists at EC office after the voting ended at 4:00pm. The voter turnout was estimated around 30 to 40 percent, he added. However, the CEC blamed rain in some parts of the country and the ongoing paddy harvesting season for the low turnout. ""It could have been better if the voter turnout was more...My concern is how the voting went; whether the voters were able to come [to the centres], and cast their votes freely and whether there were irregularities. We have done our duty"" he said.",2024-05-08 17:05:00,2025-12-20 13:51:04
25,https://www.thedailystar.net/star-multimedia/news-multimedia/news/there-election-going-3605076,thedailystar,Is there an election going on?,"Many people of Bhittapara, Dewan Headmanpara, Laimipara, and Sharanpara of Chimbuk Hill do not know that elections are being held in their upazilas today. One or two people who came to vote complained that the candidates did not carry out any kind of public contact programmes in these villages before the election.",2024-05-08 19:28:00,2025-12-20 13:51:04
26,https://www.thedailystar.net/star-multimedia/news/how-the-baf-trainer-fighter-jet-crashed-chattogram-3605896,thedailystar,How the BAF trainer fighter jet crashed in Chattogram,A trainer fighter jet of Bangladesh Air Force has into the Karnaphuli river in Chattogram due to mechanical failure. Divers and firefighters are working to retrieve the aircraft.,2024-05-09 17:30:00,2025-12-20 13:51:04
27,https://www.thedailystar.net/star-multimedia/news-multimedia/news/ceasefire-talks-end-without-agreement-israeli-attacks-rafah-continue-3606861,thedailystar,"Ceasefire talks end without agreement, Israeli attacks on Rafah continue","Israel launched a new attack on the Gaza Strip on Friday morning. Meanwhile, negotiators have been forced to leave Cairo without finalising a deal between Israel and Hamas.",2024-05-10 20:21:00,2025-12-20 13:51:11
28,https://www.thedailystar.net/star-multimedia/news-multimedia/news/biden-warns-israel-refrain-rafah-operation-3606136,thedailystar,Biden warns Israel to refrain from Rafah operation,The US opposes Israel's decision to attack Rafah in Gaza. US President Joe Biden has warned Israel to refrain from attacking the country.,2024-05-09 21:10:00,2025-12-20 13:51:11
29,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/ecstasy-and-controversy-comeback-kings-real-stun-bayern-reach-ucl-final-3606421,thedailystar,Ecstasy and controversy: Comeback kings Real stun Bayern to reach UCL final,"Real Madrid produced a spectacular comeback against Bayern Munich to reach the Champions League final on Wednesday with Joselu striking twice in the dying minutes, earning them a 2-1 win to progress 4-3 on aggregate. Alphonso Davies smashed the visiting German giants ahead in the second half but record 14-time winners Madrid produced a sensational comeback with Joselu netting in the 88th and 91st minutes. Bayern goalkeeper Manuel Neuer made his first error leading goal since 2021 in the competition which gifted Real their first goal and the Bavarians had a controversial offside decision that went against them late in the game. The Daily Star's sports podcast Pitch Perfect brings you a spirited discussion on all the major events that transpired in the game in its latest episode. **Real Madrid reached their 18th European final (European Cup and Champions League), the most, and seven more than AC Milan. **Carlo Ancelotti will be managing his sixth Champions League final, two more than any other coach in the history of the competition. **The loss was Bayern Munich's 11th defeat against Real which is the most a side has lost against a particular opposition in the Champions League. **Real came back to win a game after conceding the first goal on four occasions in the Champions League this season, the most by a side in a single campaign since the Los Blancos's record of doing it in five matches in the 2016-17 when they went on to lift the trophy. **Manuel Neuer's error leading to the second goal was his first in the competition since he made a meal out of Kylian Mbappe's shot in Bayern's first-leg quarterfinal against PSG in 2021.",2024-05-10 00:16:00,2025-12-20 13:51:11
30,https://www.thedailystar.net/star-multimedia/news-multimedia/news/tk-34cr-rail-project-lalmonirhat-rife-allegations-irregularities-3607576,thedailystar,Tk 34cr rail project in Lalmonirhat rife with allegations of irregularities,"Allegations of irregularities and corruption have been raised against the 10.5km Railway Renovation Project of Ulipur-Ramna Bazar in Lalmonirhat. Complaints have been raised against the project contractor for renovating the two sides of the rail tracks by digging soil from a nearby area. According to the rules, soil cannot be taken from any location along the railway line. As a result, the rail line is at risk of disintegrating during the monsoon. Meanwhile, the Anti-Corruption Commission has started investigating the matter. Find out more on today's Star Newsbytes",2024-05-11 19:50:00,2025-12-20 13:51:11
31,https://www.thedailystar.net/star-multimedia/news-multimedia/news/bcl-factions-clash-ru-3608036,thedailystar,BCL factions clash at RU,"A clash erupted between two factions of Bangladesh Chhatra League (BCL) at Rajshahi University (RU) last night. The clash took place between supporters of RU BCL unit president Mostafizur Rahman and Suhrawardy Hall's president Niaz Morshed around 11:00pm over the use of guest room in the hall, sources at RU said. At least five BCL men were injured in the clash, involving cocktails and brickbats, according Mostafizur. University Proctor Professor Ashabul Haque and Student Advisor Professor Zahangir Alam intervened around 1:00am to bring the situation under control. The clash finally subsided around 3:00am. Mostafizur said, ""We will discuss the incident with central BCL."" However, our university reporter could not contact with Niaz for his comment. Professor Ashabul said, ""It was an unwanted incident. The administration will investigate the matter."" Hall Provost Zahangir Hossain said, ""We searched few rooms. Some broken bricks and broken chairs, tables were found.""",2024-05-12 12:21:00,2025-12-20 13:51:11
32,https://www.thedailystar.net/news/bangladesh/news/clogged-canals-and-water-logging-dnccs-3-day-waste-exhibition-begins-3607461,thedailystar,Clogged canals and water-logging: DNCC's 3-day waste exhibition begins,"DNCC Mayor Atiqul Islam inaugurated the event held in front of DNCC Nagar Bhaban in Gulshan. The exhibition is open to all. DNCC Mayor Atiqul Islam said, ""This exhibition has been organised with the waste recovered from different canals in our DNCC area. I want to show the city dwellers what kind of waste they are dumping inside the canals. This is a public awareness exhibition."" Students from different schools in the capital came to see this exhibition. The mayor was seen showing them these wastes to create awareness among them. The waste includes abandoned quilts, mattresses, sofas, luggage, beds, cables, tires, flower tubs, rickshaw parts, tables, chairs, basins, bags, plastic utensils and many more. As the wastes are dumped into water flowing channels of the city indiscriminately, it creates waterlogging, said DNCC sources.",2024-05-11 15:52:00,2025-12-20 13:51:11
33,https://www.thedailystar.net/star-multimedia/news-multimedia/news/kg-beef-maund-paddy-3612816,thedailystar,A kg of beef for a maund of paddy!,"One maund of paddy is being sold at almost the same price as 1 kg of beef. It's like going back to the ancient barter system. Although farmers got a bumper yield of paddy this season, they are facing losses as they are not being able to sell paddy at the price fixed by the government. This scenario was seen in different markets of Sreepur and Kapasia upazilas of Gazipur.",2024-05-18 16:42:00,2025-12-20 13:51:15
34,https://www.thedailystar.net/star-multimedia/news-multimedia/news/ssc-results-51-institutions-see-zero-pass-rate-3608091,thedailystar,SSC results: 51 institutions see zero pass rate,"This year, 51 schools reported a zero pass rate in the , compared to 48 last year. Conversely, 2,968 schools achieved a perfect 100 percent pass rate across all 11 education boards. According to the Ministry of Education, the overall pass rate stands at 83.04 percent, marking a 2.65 percentage point increase from last year's 80.39 percent.",2024-05-12 13:49:00,2025-12-20 13:51:15
35,https://www.thedailystar.net/star-multimedia/news-multimedia/news/fierce-combat-between-israeli-forces-and-hamas-jabalia-3613241,thedailystar,Fierce combat between Israeli forces and Hamas in Jabalia,"The Qassam Brigades, Hamas' military wing, has stated that they are prepared to engage in a long-term battle with Israel. Abu Obeida, a spokesman for Hamas' military wing, stated in a video message that Palestinians will fight ground attacks in Rafah and other areas within Gaza no matter how long Israel's assault continues.",2024-05-18 23:14:00,2025-12-20 13:51:15
36,https://www.thedailystar.net/star-multimedia/news-multimedia/news/protesters-demand-reopening-anwara-udyan-30-days-3613236,thedailystar,Protesters demand reopening of Anwara Udyan in 30 days,"DMTCL has used Anwara Udyan, near Dhaka's Farmgate, as a Metro Rail project office and storage facility for construction materials. Although the construction has been complete, the park is not yet open to public. An organisation, Shaheed Anwara Udyan Raksha Andalan, held a solidarity gathering in front of the park to press home their demand.",2024-05-18 23:17:00,2025-12-20 13:51:15
37,https://www.thedailystar.net/star-multimedia/news-multimedia/news/netanyahu-trouble-israels-wartime-govt-divided-3613691,thedailystar,Netanyahu in trouble as Israel's wartime govt divided,"Benny Gantz, a member of Israel's three-member War Cabinet, threatened to resign from the government if it doesn't adopt a post-war Gaza plan by June 8.",2024-05-19 18:00:00,2025-12-20 13:51:18
38,https://www.thedailystar.net/news/bangladesh/diplomacy/news/mob-violence-bangladeshs-envoy-uzbekistan-visit-kyrgyzstan-3613586,thedailystar,Mob violence: Bangladesh’s envoy in Uzbekistan to visit Kyrgyzstan,"Bangladesh expressed deep concerns over the mob attacks on South Asian students, including Bangladeshis, in Bishkek, Kyrgyzstan. Foreign Minister Hasan Mahmud said this during a discussion organised by Overseas Correspondents Association Bangladesh (OCAB) at Jatiya Press Club today. ""Our ambassador in Uzbekistan will go to Kyrgyzstan to address the challenges our students face there,"" he said. He said that Bangladeshi students came under attack but none faced major injuries. Mobs attacked medical students, including Bangladeshis and Indians, in Bishkek on Friday. Following the violence, 140 Pakistani students were evacuated to Lahore, according to a spokesperson of the country's interior ministry. The unrest began after videos of a fight between Kyrgyz and Egyptian students on May 13 went viral, inciting protests that led to attacks on hostels and private residences of foreign students.",2024-05-19 15:34:00,2025-12-20 13:51:18
39,https://www.thedailystar.net/news/bangladesh/news/battery-run-rickshaw-drivers-set-fire-police-box-kalshi-3613631,thedailystar,Battery-run rickshaw drivers set fire to police box in Kalshi,"Battery-run rickshaw drivers set fire to a police box in the Kalshi area this evening following a clash with law enforcers in Mirpur-10 area. Witnesses and police said the drivers set fire to the police box around 4:15pm at the Kalshi intersection. They also blocked the Kalshi flyover from the Kalshi end. On information, two fire engines tried to go to the spot to douse the blaze but were blocked by the protesting rickshaw pullers, said Saiful Islam, warehouse inspector of Pallabi Fire Station. Earlier, a between battery-run rickshaw drivers and police teamed up with the local ruling party members as the latter tried to clear Mirpur-10 intersection this afternoon. A section of protestors being dispersed went toward the Kalshi area and started demonstrating, setting fire to tyres on the road. At one stage they set fire to the police box, police and witnesses said. Witnesses said commuters suffered as the drivers of battery-run rickshaws and easy bikes have been protesting the ongoing crackdown against their vehicles by blocking various roads at Mirpur in Dhaka since this morning. They later gathered and blocked the Mirpur-10 intersection till 3:00pm.",2024-05-19 16:54:00,2025-12-20 13:51:18
40,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/saifuddins-axing-afifs-inclusion-how-was-tigers-t20-wc-squad-3613851,thedailystar,"Saifuddin's axing, Afif's inclusion: How was Tigers' T20 WC squad?","For the upcoming edition, the squad that Bangladesh announced had a few surprises centred on Mohammad Saifuddin's exclusion. The inclusion of Afif Hossain in the reserves also raised eyebrows. In the latest episode of The Daily Star's podcast Pitch Perfect, we bring you all the major talking points about Bangladesh's squad and chances of qualification to the next round from Group D which includes South Africa, Sri Lanka, Netherlands, and Nepal.",2024-05-19 21:28:00,2025-12-20 13:51:18
41,https://www.thedailystar.net/star-multimedia/news/irans-president-was-us-made-chopper-reports-3614506,thedailystar,Iran's president was on US-made chopper: reports,"The United States manufactured the helicopter that crashed while carrying Iranian President Ibrahim Raisi and Foreign Minister Hossein Amir Abdollahian, according to Reuters and BBC.",2024-05-20 15:32:00,2025-12-20 13:51:22
42,https://www.thedailystar.net/news/world/news/who-mohammad-mokhber-the-man-set-become-irans-interim-president-3614301,thedailystar,"Who is Mohammad Mokhber, the man set to become Iran's interim president?","* As interim president, Mokhber is part of a three-person council, along with the speaker of parliament and the head of the judiciary, that will organise a new presidential election within 50 days of the president's death. * Born on September 1, 1955, Mokhber, like Raisi, is seen as close to Supreme Leader Ali Khamenei, who has the last say in all matters of state. Mokhber became first vice president in 2021 when Raisi was elected president. * Mokhber was part of a team of Iranian officials who visited Moscow in October and agreed to supply surface-to-surface missiles and more drones to Russia's military, sources told Reuters at the time. The team also included two senior officials from Iran's Revolutionary Guards and an official from the Supreme National Security Council. * Mokhber had previously been head of Setad, an investment fund linked to the supreme leader. * In 2010, the European Union included Mokhber on a list of individuals and entities it was sanctioning for alleged involvement in ""nuclear or ballistic missile activities"". Two years later, it removed him from the list. * In 2013, the US Treasury Department added Setad and 37 companies it oversaw to a list of sanctioned entities. * Setad, whose full name is Setad Ejraiye Farmane Hazrate Emam, or the Headquarters for Executing the Order of the Imam, was set up under an order issued by the founder of the Islamic Republic, Khamenei's predecessor, Ayatollah Ruhollah Khomeini. It ordered aides to sell and manage properties supposedly abandoned in the chaotic years after the 1979 Islamic Revolution and channel the bulk of the proceeds to charity.",2024-05-20 10:14:00,2025-12-20 13:51:22
43,https://www.thedailystar.net/star-multimedia/news-multimedia/news/al-awda-hospital-out-water-israeli-forces-blockade-area-3614586,thedailystar,"Al-Awda hospital out of water, Israeli forces blockade area","Israel is attacking al-Awda Hospital in northern Gaza as part of its attempt to destroy Hamas. The hospital has already ran out of drinking water. Israeli forces are not allowing anyone to enter or exit the building, reports Al-Jazeera.",2024-05-20 18:00:00,2025-12-20 13:51:22
44,https://www.thedailystar.net/star-multimedia/news/failing-find-suspect-db-officer-points-gun-his-wife-3608941,thedailystar,"Failing to find suspect, DB officer points gun at his wife",An investigation has been initiated against a Detective Branch (DB) officer for allegedly aiming a pistol at the wife of a suspect during an operation in Brahmanbaria. The district's Superintendent of Police Mohammad Shakhawat Hossain said a three-member committee is investigating the matter.,2024-05-13 16:20:00,2025-12-20 13:51:22
45,https://www.thedailystar.net/star-multimedia/news-multimedia/news/which-countries-give-weapons-israel-3609921,thedailystar,Which countries give weapons to Israel?,"The US, one of Israel's closest allies, has long been known as the country's largest and most reliable source for weapons supply. The United States recently halted shipments of heavy weapons to Israel. However, will it weaken Israel's arsenal? And which other countries supply weapons to Israel? And who cancelled their arms deal with the country that is currently at war with Gaza? Find out more on today's Star Explains.",2024-05-14 19:30:00,2025-12-20 13:51:23
46,https://www.thedailystar.net/star-multimedia/news-multimedia/news/game-house-where-trafficking-victims-are-kept-journey-europe-3609106,thedailystar,Game: A house where trafficking victims are kept before journey to Europe,"The name of the route is ""Game"". It may sound like a video game. However, it's the name of a house where victims are gathered before starting a boat journey in the Mediterranean Sea. Most of the people of Rajoir upazila of Madaripur, went to Italy by this route. The Daily Star spoke to some of them who returned from the game house.",2024-05-13 20:28:00,2025-12-20 13:51:27
47,https://www.thedailystar.net/news/bangladesh/crime-justice/news/mv-abdullah-returns-home-3609041,thedailystar,MV Abdullah returns home,"The Bangladeshi ship MV Abdullah, which was released by Somali pirates on April 14, has reached Kutubdia anchorage in Cox's Bazar. Mohammad Abdur Rashid, the captain of the ship in an audio message, told The Daily Star the ship anchored at Kutubdia anchorage safely at 6:00pm. The ship entered the Bangladesh territorial waters this morning. All the 23 Bangladeshi sailors and crewmembers would be brought to Chattogram by a lighter ship tomorrow (Tuesday) afternoon, said Meherul Karim, CEO of the ship's owning firm SR Shipping. After handing over the charge, the returning 23 sailors and crewmen would be brought to KSRM lighter jetty at Sadarghat in the port city tomorrow afternoon, he added. The ship of Somali pirates on March 12, when it was carrying 55,000 tonnes of coal from the Maputo port of Mozambique to Al Hamriyah port in UAE. The pirates released the ship on April 14 early hours after reportedly receiving ransom. Getting released, the ship went to the UAE port of Al Hamriyah on April 22, unloaded the cargo and went to another UAE port Mina Saqr to load import cargo for Bangladesh. After loading 56,000 tonnes of limestone, the ship left Mina Saqr on April 30 and went to a nearby port to refuel before heading for Chattogram.",2024-05-13 19:06:00,2025-12-20 13:51:27
